,Assay,Weighted Partial Correlation
"DRUGMATRIX: Calcium Channel Type L, Dihydropyridine radioligand binding (ligand: [3H] Nitrendipine)","DRUGMATRIX: Calcium Channel Type L, Dihydropyridine radioligand binding (ligand: [3H] Nitrendipine)",0.0
"DRUGMATRIX: Calcium Channel Type L, Phenylalkylamine radioligand binding (ligand: [3H] (-)-Desmethoxyverapamil (D-888))","DRUGMATRIX: Calcium Channel Type L, Phenylalkylamine radioligand binding (ligand: [3H] (-)-Desmethoxyverapamil (D-888))",0.0
DRUGMATRIX: Cyclooxygenase COX enzyme inhibition (substrate: Arachidonic acid),DRUGMATRIX: Cyclooxygenase COX enzyme inhibition (substrate: Arachidonic acid),0.0
DRUGMATRIX: Cyclooxygenase COX-2 enzyme inhibition (substrate: Arachidonic acid),DRUGMATRIX: Cyclooxygenase COX-2 enzyme inhibition (substrate: Arachidonic acid),0.0
DRUGMATRIX: Dopamine D1 radioligand binding (ligand: [3H] SCH-23390),DRUGMATRIX: Dopamine D1 radioligand binding (ligand: [3H] SCH-23390),0.0
DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),0.0
DRUGMATRIX: Dopamine D3 radioligand binding (ligand: [3H] Spiperone),DRUGMATRIX: Dopamine D3 radioligand binding (ligand: [3H] Spiperone),0.0
DRUGMATRIX: Dopamine D4.2 radioligand binding (ligand: [3H] Spiperone),DRUGMATRIX: Dopamine D4.2 radioligand binding (ligand: [3H] Spiperone),0.0
DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),0.0
DRUGMATRIX: Glucocorticoid radioligand binding (ligand: [3H] Dexamethasone),DRUGMATRIX: Glucocorticoid radioligand binding (ligand: [3H] Dexamethasone),0.0
"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)","DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",0.0
DRUGMATRIX: Histamine H2 radioligand binding (ligand: [125I] Aminopotentidine),DRUGMATRIX: Histamine H2 radioligand binding (ligand: [125I] Aminopotentidine),0.0
"DRUGMATRIX: Imidazoline I2, Central radioligand binding (ligand: [3H] Idazoxan)","DRUGMATRIX: Imidazoline I2, Central radioligand binding (ligand: [3H] Idazoxan)",0.0
DRUGMATRIX: Lipoxygenase 15-LO enzyme inhibition (substrate: Linoleic acid),DRUGMATRIX: Lipoxygenase 15-LO enzyme inhibition (substrate: Linoleic acid),0.0
DRUGMATRIX: Muscarinic M1 radioligand binding (ligand: [3H] N-Methylscopolamine),DRUGMATRIX: Muscarinic M1 radioligand binding (ligand: [3H] N-Methylscopolamine),0.0
DRUGMATRIX: Muscarinic M2 radioligand binding (ligand: [3H] N-Methylscopolamine),DRUGMATRIX: Muscarinic M2 radioligand binding (ligand: [3H] N-Methylscopolamine),0.0
DRUGMATRIX: Muscarinic M3 radioligand binding (ligand: [3H] N-Methylscopolamine),DRUGMATRIX: Muscarinic M3 radioligand binding (ligand: [3H] N-Methylscopolamine),0.0
DRUGMATRIX: Muscarinic M4 radioligand binding (ligand: [3H] N-Methylscopolamine),DRUGMATRIX: Muscarinic M4 radioligand binding (ligand: [3H] N-Methylscopolamine),0.0
DRUGMATRIX: Muscarinic M5 radioligand binding (ligand: [3H] N-Methylscopolamine),DRUGMATRIX: Muscarinic M5 radioligand binding (ligand: [3H] N-Methylscopolamine),0.0
DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),0.0
"DRUGMATRIX: Opiate delta1 (OP1, DOP) radioligand binding (ligand: [3H] Naltrindole)","DRUGMATRIX: Opiate delta1 (OP1, DOP) radioligand binding (ligand: [3H] Naltrindole)",0.0
"DRUGMATRIX: Opiate kappa (OP2, KOP) radioligand binding (ligand: [3H] Diprenorphine)","DRUGMATRIX: Opiate kappa (OP2, KOP) radioligand binding (ligand: [3H] Diprenorphine)",0.0
"DRUGMATRIX: Opiate mu (OP3, MOP) radioligand binding (ligand: [3H] Diprenorphine)","DRUGMATRIX: Opiate mu (OP3, MOP) radioligand binding (ligand: [3H] Diprenorphine)",0.0
DRUGMATRIX: Potassium Channel HERG radioligand binding (ligand: [3H] Astemizole),DRUGMATRIX: Potassium Channel HERG radioligand binding (ligand: [3H] Astemizole),0.0
DRUGMATRIX: Progesterone radioligand binding (ligand: [3H] R-5020),DRUGMATRIX: Progesterone radioligand binding (ligand: [3H] R-5020),0.0
"DRUGMATRIX: Protein Tyrosine Kinase, EGF Receptor enzyme inhibition (substrate: Poly(Glu:Tyr))","DRUGMATRIX: Protein Tyrosine Kinase, EGF Receptor enzyme inhibition (substrate: Poly(Glu:Tyr))",0.0
"DRUGMATRIX: Protein Tyrosine Kinase, Fyn enzyme inhibition (substrate: Poly(Glu:Tyr))","DRUGMATRIX: Protein Tyrosine Kinase, Fyn enzyme inhibition (substrate: Poly(Glu:Tyr))",0.0
DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT1A radioligand binding (ligand: [3H] 8-OH-DPAT),DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT1A radioligand binding (ligand: [3H] 8-OH-DPAT),0.0
DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT1B radioligand binding (ligand: [125I] Cyanopindolol),DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT1B radioligand binding (ligand: [125I] Cyanopindolol),0.0
DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT2A radioligand binding (ligand: [3H] Ketanserin),DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT2A radioligand binding (ligand: [3H] Ketanserin),0.0
DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT2B radioligand binding (ligand: [3H] Lysergic acid diethylamide),DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT2B radioligand binding (ligand: [3H] Lysergic acid diethylamide),0.0
DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT2C radioligand binding (ligand: [3H] Mesulergine),DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT2C radioligand binding (ligand: [3H] Mesulergine),0.0
DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT4 radioligand binding (ligand: [3H] GR13808),DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT4 radioligand binding (ligand: [3H] GR13808),0.0
DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),0.0
DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),0.0
DRUGMATRIX: Sigma2 radioligand binding (ligand: [3H] Ifenprodil),DRUGMATRIX: Sigma2 radioligand binding (ligand: [3H] Ifenprodil),0.0
"DRUGMATRIX: Sodium Channel, Site 2 radioligand binding (ligand: [3H] Batrachotoxin)","DRUGMATRIX: Sodium Channel, Site 2 radioligand binding (ligand: [3H] Batrachotoxin)",0.0
DRUGMATRIX: Tachykinin NK2 radioligand binding (ligand: [3H] SR-48968),DRUGMATRIX: Tachykinin NK2 radioligand binding (ligand: [3H] SR-48968),0.0
DRUGMATRIX: Thromboxane Synthetase enzyme inhibition (substrate: PGH2),DRUGMATRIX: Thromboxane Synthetase enzyme inhibition (substrate: PGH2),0.0
"DRUGMATRIX: Transporter, Serotonin (5-Hydroxytryptamine) (SERT) radioligand binding (ligand: [3H] Paroxetine)","DRUGMATRIX: Transporter, Serotonin (5-Hydroxytryptamine) (SERT) radioligand binding (ligand: [3H] Paroxetine)",0.0
Diffuse intrinsic pontine glioma (JHH-DIPG) cell line screen of MIPE5.0 library: viability qHTS assay using CellTiter-Glo,Diffuse intrinsic pontine glioma (JHH-DIPG) cell line screen of MIPE5.0 library: viability qHTS assay using CellTiter-Glo,0.015071386503655467
Diffuse intrinsic pontine glioma (SU-DIPG-XIII) cell line screen of MIPE5.0 library: viability qHTS assay using CellTiter-Glo,Diffuse intrinsic pontine glioma (SU-DIPG-XIII) cell line screen of MIPE5.0 library: viability qHTS assay using CellTiter-Glo,0.09317668386319782
Diffuse intrinsic pontine glioma (SU-DIPG-XVII) cell line screen of MIPE5.0 library: viability qHTS assay using CellTiter-Glo,Diffuse intrinsic pontine glioma (SU-DIPG-XVII) cell line screen of MIPE5.0 library: viability qHTS assay using CellTiter-Glo,0.013269638292474215
Diffuse intrinsic pontine glioma (SU-DIPG-XXV) cell line screen of MIPE5.0 library: viability qHTS assay using CellTiter-Fluor,Diffuse intrinsic pontine glioma (SU-DIPG-XXV) cell line screen of MIPE5.0 library: viability qHTS assay using CellTiter-Fluor,0.021892674509193202
Diffuse intrinsic pontine glioma (SU-DIPG-XXV) cell line screen of MIPE5.0 library: viability qHTS assay using CellTiter-Glo,Diffuse intrinsic pontine glioma (SU-DIPG-XXV) cell line screen of MIPE5.0 library: viability qHTS assay using CellTiter-Glo,-0.0
"FDA HLAED, alkaline phosphatase increase","FDA HLAED, alkaline phosphatase increase",0.5101956836655842
"FDA HLAED, gamma-glutamyl transferase (GGT) increase","FDA HLAED, gamma-glutamyl transferase (GGT) increase",0.1333745272916561
"FDA HLAED, lactate dehydrogenase (LDH) increase","FDA HLAED, lactate dehydrogenase (LDH) increase",0.016281789438231515
"FDA HLAED, liver enzyme composite activity","FDA HLAED, liver enzyme composite activity",0.7202573196123638
"FDA HLAED, serum glutamic oxaloacetic transaminase (SGOT) increase","FDA HLAED, serum glutamic oxaloacetic transaminase (SGOT) increase",1.0
"FDA HLAED, serum glutamic pyruvic transaminase (SGPT) increase","FDA HLAED, serum glutamic pyruvic transaminase (SGPT) increase",0.9198736042093513
Inhibition of human CYP1A2 assessed as ratio of IC50 in absence of NADPH to IC50 for presence of NADPH using ethoxyresorufin as substrate after 30 mins,Inhibition of human CYP1A2 assessed as ratio of IC50 in absence of NADPH to IC50 for presence of NADPH using ethoxyresorufin as substrate after 30 mins,0.0
Inhibition of human CYP2C19 assessed as ratio of IC50 in absence of NADPH to IC50 for presence of NADPH using 3-butyryl-7-methoxycoumarin as substrate after 30 mins,Inhibition of human CYP2C19 assessed as ratio of IC50 in absence of NADPH to IC50 for presence of NADPH using 3-butyryl-7-methoxycoumarin as substrate after 30 mins,0.0
Inhibition of human CYP2C9 assessed as ratio of IC50 in absence of NADPH to IC50 for presence of NADPH using 7-methoxy-4-trifluoromethylcoumarin-3-acetic acid as substrate after 30 mins,Inhibition of human CYP2C9 assessed as ratio of IC50 in absence of NADPH to IC50 for presence of NADPH using 7-methoxy-4-trifluoromethylcoumarin-3-acetic acid as substrate after 30 mins,0.0
Inhibition of human CYP2D6 assessed as ratio of IC50 in absence of NADPH to IC50 for presence of NADPH using 4-methylaminoethyl-7-methoxycoumarin as substrate after 30 mins,Inhibition of human CYP2D6 assessed as ratio of IC50 in absence of NADPH to IC50 for presence of NADPH using 4-methylaminoethyl-7-methoxycoumarin as substrate after 30 mins,0.0
Inhibition of human CYP3A4 assessed as ratio of IC50 in absence of NADPH to IC50 for presence of NADPH using 7-benzyloxyquinoline as substrate after 30 mins,Inhibition of human CYP3A4 assessed as ratio of IC50 in absence of NADPH to IC50 for presence of NADPH using 7-benzyloxyquinoline as substrate after 30 mins,0.0
Inhibition of human CYP3A4 assessed as ratio of IC50 in absence of NADPH to IC50 for presence of NADPH using diethoxyfluorescein as substrate after 30 mins,Inhibition of human CYP3A4 assessed as ratio of IC50 in absence of NADPH to IC50 for presence of NADPH using diethoxyfluorescein as substrate after 30 mins,0.0
